'Sylas', 'Zac', 'Lissandra', 'Veigar', 'Jhin', 'Shyvana', 'Leona', 'Aurelion Sol', "Kog'Maw", 'Akali'
'Gangplank', 'Nidalee', 'Zoe', 'Lucian', 'Gragas', 'Vladimir', 'Lee Sin', 'Jayce', "Kai'Sa", 'Nautilus'
'Ryze', 'Gragas', 'Yasuo', 'Miss Fortune', 'Alistar', 'Fiora', 'Nocturne', 'Vladimir', 'Ezreal', 'Leona'
'Gangplank', 'Evelynn', 'Pyke', 'Miss Fortune', 'Morgana', 'Jax', 'Ekko', 'Pantheon', 'Jinx', 'Blitzcrank'
'Ryze', 'Lee Sin', 'Ezreal', 'Lucian', 'Morgana', 'Kennen', 'Nunu & Willump', 'Jayce', 'Draven', 'Thresh'
'Quinn', 'Taliyah', 'Galio', "Kai'Sa", 'Fiddlesticks', 'Ryze', 'Graves', 'Neeko', 'Lucian', 'Bard'
"Cho'Gath", 'Gragas', 'Renekton', "Kai'Sa", 'Blitzcrank', 'Kennen', 'Nidalee', 'Sylas', 'Ezreal', 'Thresh'
'Akali', 'Lee Sin', 'Katarina', 'Ezreal', 'Pyke', 'Lucian', 'Nidalee', 'Pantheon', "Kai'Sa", 'Thresh'
'Malphite', 'Lee Sin', 'Twisted Fate', 'Lucian', 'Pyke', 'Camille', 'Ekko', 'Talon', 'Jinx', 'Thresh'
'Singed', 'Lee Sin', 'Vladimir', 'Ezreal', 'Xerath', 'Lucian', 'Zac', 'Pantheon', "Kai'Sa", 'Leona'
'Quinn', 'Kindred', 'Ekko', 'Lucian', 'Gragas', 'Riven', 'Olaf', 'Kayle', "Kai'Sa", 'Zyra'
'Jax', 'Lee Sin', 'Viktor', "Kai'Sa", 'Bard', 'Kayle', 'Ivern', 'Jayce', 'Xayah', 'Rakan'
'Jayce', 'Elise', 'Twisted Fate', "Kai'Sa", 'Thresh', 'Mordekaiser', 'Lee Sin', 'LeBlanc', 'Miss Fortune', 'Nautilus'
'Renekton', 'Zac', 'Vladimir', "Kai'Sa", 'Thresh', 'Camille', 'Taliyah', 'Lucian', 'Xayah', 'Rakan'
'Lucian', 'Lee Sin', 'Renekton', 'Ezreal', 'Karma', 'Vladimir', 'Ekko', 'Irelia', 'Ashe', 'Janna'
'Lucian', 'Shyvana', 'Akali', "Kai'Sa", 'Volibear', 'Irelia', "Rek'Sai", 'Xerath', 'Ezreal', 'Fiddlesticks'
'Jax', 'Elise', 'Irelia', "Kai'Sa", 'Nautilus', 'Gangplank', 'Sylas', 'Vladimir', 'Ezreal', 'Karma'
'Annie', 'Elise', 'Ezreal', 'Caitlyn', 'Thresh', 'Kayle', 'Dr. Mundo', 'Twisted Fate', 'Yasuo', 'Pyke'
'Neeko', 'Olaf', 'Azir', 'Heimerdinger', 'Zyra', 'Tristana', 'Zac', 'Pantheon', 'Sivir', "Vel'Koz"
'Akali', "Rek'Sai", 'Talon', 'Pantheon', 'Taliyah', 'Jax', 'Elise', 'Anivia', 'Sivir', 'Nautilus'
'Jax', 'Gragas', 'Talon', 'Cassiopeia', 'Karma', 'Akali', 'Lee Sin', 'Morgana', 'Xayah', 'Thresh'
'Camille', 'Riven', 'Lissandra', 'Jinx', 'Leona', 'Quinn', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Thresh'
'Ornn', 'Elise', 'Quinn', "Kai'Sa", 'Leona', 'Yasuo', 'Lee Sin', 'Annie', 'Xayah', 'Janna'
'Renekton', "Rek'Sai", 'Veigar', "Kai'Sa", 'Lulu', 'Vladimir', 'Olaf', 'Zoe', 'Twitch', 'Thresh'
'Jayce', 'Nidalee', 'Pyke', 'Yasuo', 'Sona', 'Vladimir', 'Taliyah', 'Pantheon', 'Miss Fortune', 'Leona'
'Katarina', 'Lee Sin', 'Ryze', 'Xayah', 'Blitzcrank', 'Yasuo', 'Nunu & Willump', 'Renekton', "Kai'Sa", 'Morgana'
'Pantheon', 'Xin Zhao', 'Kassadin', 'Caitlyn', 'Zyra', 'Aurelion Sol', 'Shyvana', 'Yasuo', 'Xayah', 'Rakan'
'Camille', 'Lee Sin', 'Galio', 'Lucian', 'Rakan', 'Poppy', 'Nidalee', 'Vladimir', 'Ashe', 'Bard'
'Cassiopeia', 'Elise', 'Aurelion Sol', 'Lucian', 'Bard', 'Aatrox', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Leona'
'Camille', 'Zac', 'Qiyana', "Kai'Sa", 'Karma', 'Quinn', "Rek'Sai", 'Twisted Fate', 'Lucian', 'Illaoi'
'Jayce', 'Elise', 'Akali', 'Ezreal', 'Karma', 'Yasuo', 'Nidalee', 'Twisted Fate', 'Xayah', 'Leona'
'Yasuo', 'Lee Sin', 'Katarina', 'Caitlyn', 'Bard', 'Jayce', "Rek'Sai", 'Ryze', 'Ezreal', 'Pyke'
'Azir', 'Malzahar', 'Blitzcrank', 'Malphite', 'Tristana', 'Sivir', 'Annie', 'Morgana', 'Sona', 'Nautilus'
'Akali', 'Taliyah', 'Pyke', 'Xayah', 'Alistar', 'Irelia', 'Gragas', 'Yasuo', "Kai'Sa", 'Leona'
'LeBlanc', 'Jax', 'Irelia', 'Ashe', 'Lux', 'Quinn', 'Elise', 'Syndra', 'Xayah', 'Leona'
'Kennen', 'Taliyah', 'Renekton', 'Caitlyn', 'Karma', 'Jayce', 'Elise', 'Zoe', 'Jinx', 'Morgana'
'Viktor', 'Kindred', 'Zoe', 'Miss Fortune', 'Leona', 'Renekton', 'Ekko', 'Yasuo', 'Ashe', 'Tahm Kench'
'Tryndamere', 'Shyvana', 'Fizz', "Kai'Sa", 'Shen', 'Pantheon', 'Elise', 'Gragas', 'Xayah', 'Zac'
'Renekton', 'Karthus', 'Twisted Fate', 'Xayah', 'Rakan', 'Quinn', 'Elise', 'Cassiopeia', "Kai'Sa", 'Soraka'
'Jax', 'Ekko', 'Qiyana', 'Lucian', 'Yuumi', 'Tryndamere', 'Karthus', 'Anivia', 'Jinx', 'Thresh'
'Renekton', 'Olaf', 'Zilean', 'Lucian', 'Leona', 'Jayce', 'Elise', 'Azir', 'Ezreal', 'Blitzcrank'
'Kassadin', 'Udyr', 'Malphite', 'Twisted Fate', 'Zyra', 'Darius', "Rek'Sai", 'Galio', 'Miss Fortune', 'Pyke'
'Lulu', "Kai'Sa", 'Ezreal', 'Katarina', 'Ivern', 'Rengar', 'Jax', 'Tahm Kench', 'Jinx', 'Nami'
'Kennen', 'Hecarim', 'LeBlanc', 'Lucian', 'Nami', 'Cassiopeia', 'Elise', 'Qiyana', 'Ezreal', 'Lux'
'Kled', 'Kindred', 'Talon', 'Ashe', 'Swain', 'Fiora', 'Elise', 'Cassiopeia', "Kai'Sa", 'Taric'
'Shen', 'Elise', 'Syndra', 'Lucian', 'Karma', 'Akali', 'Trundle', 'Cassiopeia', "Kai'Sa", 'Pyke'
'Camille', 'Shyvana', 'Galio', "Kai'Sa", 'Miss Fortune', 'Kled', 'Elise', 'Cassiopeia', 'Ezreal', 'Zyra'
'Urgot', 'Lee Sin', 'Yasuo', 'Miss Fortune', 'Malphite', 'Twisted Fate', 'Hecarim', 'Viktor', 'Ashe', 'Pyke'
'Garen', 'Udyr', 'Xerath', 'Ezreal', 'Shaco', 'Quinn', 'Nocturne', 'Katarina', 'Jinx', 'Thresh'
'Irelia', 'Ekko', 'Twisted Fate', "Kai'Sa", 'Karma', 'Fiora', 'Lee Sin', 'Cassiopeia', 'Vayne', 'Thresh'
'Pantheon', 'Ekko', 'Cassiopeia', 'Ezreal', 'Blitzcrank', 'Jayce', 'Olaf', 'Galio', 'Lucian', 'Leona'
'Jayce', 'Karthus', 'Twisted Fate', 'Ashe', 'Zyra', 'Zoe', 'Ekko', 'Cassiopeia', 'Miss Fortune', 'Thresh'
'Gangplank', "Kha'Zix", 'Akali', 'Ezreal', 'Zyra', 'Cassiopeia', 'Ekko', 'Heimerdinger', 'Xayah', 'Thresh'
'Aatrox', 'Lee Sin', 'Cassiopeia', 'Jinx', 'Tahm Kench', 'Karma', 'Kindred', 'Kassadin', 'Xayah', 'Rakan'
'Pantheon', 'Ekko', 'Orianna', 'Ashe', 'Nautilus', 'Zilean', 'Poppy', 'Sylas', 'Xayah', 'Blitzcrank'
'Quinn', 'Lee Sin', 'Katarina', 'Xayah', 'Morgana', 'Pyke', 'Camille', 'Rengar', "Kai'Sa", 'Blitzcrank'
'Zoe', 'Nidalee', 'Rengar', 'Draven', 'Alistar', 'Quinn', "Rek'Sai", 'LeBlanc', 'Ashe', 'Bard'
'Zilean', 'Elise', 'Katarina', 'Xayah', 'Nautilus', 'Sylas', 'Nidalee', 'Lucian', "Kai'Sa", 'Janna'
'Vladimir', 'Nidalee', 'Qiyana', 'Ezreal', 'Pyke', 'Sylas', 'Taliyah', 'Irelia', 'Ashe', 'Blitzcrank'
'Gangplank', 'Lee Sin', 'Qiyana', 'Ezreal', 'Nautilus', 'Lucian', 'Elise', 'Fizz', 'Xayah', 'Rakan'
'Hecarim', 'Kindred', 'Katarina', "Kai'Sa", 'Thresh', 'Jax', 'Ekko', 'Garen', 'Xayah', 'Shen'
'Renekton', 'Karthus', 'Aurelion Sol', "Kai'Sa", 'Nami', 'Jayce', 'Elise', 'Ryze', 'Ashe', 'Morgana'
'Fizz', 'Annie', 'Master Yi', 'Jarvan IV', 'Twisted Fate', 'Yuumi', 'Rengar', 'Talon', 'Blitzcrank', 'Zyra'
'Xerath', 'Amumu', 'Gangplank', 'Morgana', 'Fiddlesticks', 'Gragas', 'Kindred', 'Tristana', 'Ashe', 'Garen'
'Akali', 'Rammus', 'Qiyana', 'Jinx', 'Thresh', 'Kayle', 'Lee Sin', 'Pyke', 'Xayah', 'Thresh'
'Orianna', 'Soraka', "Cho'Gath", 'Ahri', 'Tristana', 'LeBlanc', 'Jarvan IV', 'Talon', 'Caitlyn', 'Amumu'
'Shen', 'Nidalee', 'Pantheon', 'Lucian', 'Pyke', 'Gangplank', 'Gragas', 'LeBlanc', 'Ezreal', 'Rakan'
'Poppy', 'Ekko', 'Akali', 'Lucian', 'Gragas', 'Shen', 'Lee Sin', 'Zoe', "Kai'Sa", 'Zac'
'Ornn', 'Fiddlesticks', 'Zed', 'Vayne', 'Rakan', 'Garen', 'Evelynn', 'Qiyana', 'Miss Fortune', 'Pyke'
'Camille', 'Taliyah', 'Karthus', 'Caitlyn', 'Gragas', 'Kayle', "Rek'Sai", 'Yasuo', 'Xayah', 'Janna'
'Galio', 'Shyvana', 'Quinn', 'Yasuo', 'Volibear', 'Ryze', 'Poppy', 'Riven', 'Draven', 'Pyke'
'Ornn', 'Lee Sin', 'Pyke', "Kai'Sa", 'Gragas', 'Pantheon', 'Nidalee', 'Azir', 'Xayah', 'Rakan'
'Garen', 'Karthus', 'Camille', 'Ezreal', 'Zilean', 'Darius', 'Nidalee', 'Pantheon', "Kai'Sa", 'Thresh'
'Ryze', 'Taliyah', 'Zed', 'Ashe', 'Thresh', 'Ornn', 'Jarvan IV', 'Galio', "Kai'Sa", 'Morgana'
'Renekton', 'Gragas', 'Yasuo', 'Caitlyn', 'Morgana', 'Vladimir', 'Taliyah', 'Talon', 'Jinx', 'Thresh'
'Aatrox', 'Elise', 'Cassiopeia', 'Zoe', 'Thresh', 'Gangplank', 'Taliyah', 'Azir', "Kai'Sa", 'Pyke'
'Aatrox', 'Lee Sin', 'Cassiopeia', 'Jhin', 'Illaoi', 'Jax', 'Graves', 'Annie', 'Jinx', 'Thresh'
'Zilean', 'Yuumi', 'Ezreal', 'Akali', 'Twitch', 'Teemo', 'Corki', 'Xayah', 'Sona', 'Caitlyn'
'Aatrox', 'Taliyah', 'Viktor', 'Xayah', 'Rakan', 'Ornn', 'Lee Sin', 'Yasuo', 'Ezreal', 'Janna'
'Renekton', 'Taliyah', 'Yasuo', 'Xayah', 'Thresh', 'Aatrox', 'Sylas', 'Rumble', "Kai'Sa", 'Nautilus'
'Rengar', 'Lee Sin', 'Tristana', "Kai'Sa", 'Nautilus', 'Mordekaiser', 'Hecarim', 'Qiyana', 'Draven', 'Thresh'
'Irelia', 'Lee Sin', 'Vladimir', 'Ezreal', 'Braum', 'Kled', 'Karthus', 'Kayle', 'Lucian', 'Janna'
'Renekton', 'Gragas', 'Pantheon', 'Lucian', 'Bard', 'Riven', 'Nidalee', 'Fizz', 'Xayah', 'Thresh'
'Riven', "Kha'Zix", 'Pyke', "Kai'Sa", 'Bard', 'Garen', 'Rammus', 'Akali', 'Yasuo', 'Nautilus'
'Lucian', 'Lee Sin', 'Ryze', 'Ashe', 'Blitzcrank', 'Akali', 'Shyvana', 'Pantheon', 'Lucian', 'Thresh'
'Garen', 'Shyvana', 'Ahri', 'Twisted Fate', 'Lux', 'Riven', 'Lee Sin', 'Malphite', 'Ashe', 'Blitzcrank'
'Malphite', 'Lee Sin', 'LeBlanc', 'Lucian', 'Morgana', 'Riven', 'Nidalee', 'Sylas', 'Xayah', 'Rakan'
'Camille', "Rek'Sai", 'Taliyah', 'Jinx', 'Lulu', 'Riven', 'Lee Sin', 'Katarina', "Kai'Sa", 'Thresh'
'Garen', 'Zac', 'Ryze', "Kai'Sa", 'Blitzcrank', 'Rammus', 'Lee Sin', 'Garen', 'Caitlyn', 'Blitzcrank'
'Irelia', 'Evelynn', 'Pyke', "Kai'Sa", 'Leona', 'Riven', 'Fiora', 'Yasuo', 'Ashe', 'Rakan'
'Kayle', 'Lee Sin', 'Viktor', 'Ashe', 'Blitzcrank', 'Riven', 'Dr. Mundo', 'Xerath', "Kai'Sa", 'Karma'
'Ryze', "Kha'Zix", 'Kassadin', "Kai'Sa", 'Soraka', 'Fiora', "Rek'Sai", 'Cassiopeia', 'Ashe', 'Pyke'
'Urgot', 'Lee Sin', 'Twisted Fate', 'Ezreal', 'Yuumi', 'Ryze', 'Lee Sin', 'Yasuo', 'Caitlyn', 'Lux'
'Pyke', 'Ivern', 'Lucian', "Kai'Sa", 'Blitzcrank', 'Kayle', 'Jarvan IV', 'Katarina', 'Veigar', 'Thresh'
'Gangplank', 'Jarvan IV', 'Anivia', "Kai'Sa", 'Volibear', 'Vayne', 'Olaf', 'Zilean', 'Lucian', 'Janna'
'Gangplank', 'Ekko', 'Anivia', 'Lucian', 'Braum', 'Zilean', 'Jarvan IV', 'Yasuo', "Kai'Sa", 'Nautilus'
'Gangplank', "Rek'Sai", 'Kayle', 'Caitlyn', 'Morgana', 'Poppy', 'Lee Sin', 'Syndra', 'Kalista', 'Pyke'
'Kassadin', 'Pantheon', 'Gangplank', 'Miss Fortune', 'Braum', 'Garen', 'Lee Sin', 'Ekko', "Kai'Sa", 'Nautilus'
'Viktor', 'Lee Sin', 'Cassiopeia', 'Jinx', 'Rakan', 'Gangplank', 'Ornn', 'Twisted Fate', 'Xayah', 'Shen'
'Karthus', 'Neeko', 'Swain', 'Jinx', 'Kindred', 'Caitlyn', 'Varus', 'Teemo', 'Vladimir', 'Ashe'
'Jax', 'Nunu & Willump', 'Taliyah', 'Varus', 'Volibear', 'Camille', 'Sylas', 'Qiyana', 'Ezreal', 'Pyke'
'Dr. Mundo', 'Karthus', 'Aatrox', 'Ezreal', 'Pyke', 'Garen', 'Nidalee', 'Kassadin', 'Yasuo', 'Blitzcrank'
'Xayah', 'Darius', 'Tristana', 'Lee Sin', 'Pantheon', 'Galio', 'Alistar', 'Ryze', 'Nasus', 'Ezreal'
'Graves', 'Hecarim', 'Irelia', 'Ezreal', 'Blitzcrank', 'Riven', 'Evelynn', 'Karma', 'Ezreal', 'Morgana'
'Morgana', 'Evelynn', 'Riven', 'Xayah', 'Rakan', 'Ryze', 'Jarvan IV', 'LeBlanc', 'Kennen', 'Malphite'
'Tryndamere', 'Hecarim', 'Zoe', 'Ezreal', 'Thresh', 'Ezreal', 'Evelynn', 'Karma', "Kai'Sa", 'Blitzcrank'
'Aatrox', 'Camille', 'Swain', 'Ashe', 'Leona', 'Irelia', 'Lee Sin', 'Ahri', 'Vayne', 'Pyke'
'Gangplank', 'Jarvan IV', 'Ahri', 'Caitlyn', 'Blitzcrank', 'Irelia', 'Aatrox', 'Garen', 'Jhin', 'Zyra'
'Kayle', 'Zac', 'Katarina', 'Jinx', 'Fiddlesticks', 'Renekton', "Rek'Sai", 'Ahri', 'Yasuo', 'Ornn'
'Fiora', 'Evelynn', 'Nocturne', 'Ezreal', 'Morgana', 'Tristana', 'Lee Sin', 'Darius', 'Xayah', 'Soraka'
'Sylas', 'Jarvan IV', 'Akali', 'Ezreal', 'Yuumi', 'Camille', 'Lee Sin', 'Morgana', 'Ezreal', 'Yuumi'
'Hecarim', 'LeBlanc', "Vel'Koz", 'Amumu', "Kha'Zix", 'Ashe', 'Caitlyn', 'Pyke', 'Malphite', 'Nunu & Willump'
'Nami', 'Karma', 'Yuumi', "Kai'Sa", 'Ashe', 'Irelia', 'Akali', 'Kayn', 'Malphite', 'Anivia'
'Ornn', 'Nunu & Willump', 'Vayne', 'Kalista', 'Thresh', 'Karma', 'Hecarim', 'Neeko', "Kai'Sa", 'Thresh'
'Singed', 'Lee Sin', 'LeBlanc', 'Jinx', 'Lux', 'Karma', 'Riven', 'Irelia', 'Ezreal', 'Thresh'
'Riven', 'Olaf', 'Zed', 'Jhin', 'Thresh', 'Kayle', "Rek'Sai", 'Talon', 'Sivir', 'Zilean'
'Jayce', 'Nunu & Willump', 'Pantheon', "Kai'Sa", 'Karma', 'Vladimir', 'Lee Sin', 'Talon', 'Ezreal', 'Janna'
'Riven', 'Ekko', 'Nocturne', 'Lucian', 'Leona', 'Irelia', "Rek'Sai", 'LeBlanc', 'Xayah', 'Rakan'
'Kayle', 'Ezreal', 'Fizz', 'Jinx', 'Mordekaiser', 'Sylas', 'Darius', 'Jayce', 'Aatrox', 'Dr. Mundo'
'Darius', "Rek'Sai", 'Yasuo', 'Lucian', 'Lulu', 'Kayle', 'Olaf', 'Malzahar', 'Tristana', 'Leona'
'Ahri', 'Tristana', 'Janna', 'Anivia', 'Shaco', 'Poppy', 'Sivir', 'Pyke', 'Zoe', 'Soraka'
'Zed', 'Anivia', 'Taliyah', 'Jax', 'Corki', 'Lee Sin', 'Yorick', 'Thresh', 'Illaoi', 'Dr. Mundo'
'Viktor', "Rek'Sai", 'Garen', 'Miss Fortune', 'Nautilus', 'Gangplank', 'Lee Sin', 'Corki', "Kai'Sa", 'Pyke'
'Lucian', 'Xin Zhao', 'Fizz', "Kai'Sa", 'Rakan', 'Mordekaiser', "Rek'Sai", 'Pantheon', 'Xayah', 'Poppy'
'Sylas', 'Kindred', 'Ryze', 'Ashe', 'Thresh', 'Fiora', "Rek'Sai", 'Pantheon', 'Jinx', 'Nami'
'Mordekaiser', "Rek'Sai", 'Karma', 'Xayah', 'Thresh', 'Fiora', 'Lee Sin', 'Katarina', "Kai'Sa", 'Nautilus'
'Jayce', "Rek'Sai", 'Karma', 'Lucian', 'Gragas', 'Mordekaiser', 'Ekko', 'Pantheon', "Kai'Sa", 'Thresh'
'Akali', 'Nidalee', 'Renekton', "Kai'Sa", 'Thresh', 'Kayle', "Rek'Sai", 'Twisted Fate', 'Lucian', 'Gragas'
