'Azir', 'Taliyah', 'Caitlyn', 'Zyra', 'Udyr', 'Karma', 'Zilean', 'Olaf', 'Ezreal', 'Amumu'
'Kled', 'Nidalee', 'Camille', 'Kalista', 'Thresh', 'Kayle', 'Kindred', 'Orianna', "Kai'Sa", 'Nautilus'
'Kayle', 'Nidalee', 'Syndra', 'Ezreal', 'Tahm Kench', 'Ryze', 'Graves', 'Heimerdinger', 'Ashe', 'Bard'
'Karma', 'Olaf', 'Galio', "Kai'Sa", 'Volibear', 'Camille', 'Jarvan IV', 'Ryze', 'Lucian', 'Yuumi'
'Akali', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Tahm Kench', 'Karma', "Kha'Zix", 'Ezreal', "Kai'Sa", 'Gragas'
'Akali', 'Lee Sin', 'Zoe', "Kai'Sa", 'Nautilus', 'Kennen', 'Graves', 'Galio', 'Yasuo', 'Leona'
'Renekton', 'Elise', 'Orianna', 'Ezreal', 'Gragas', 'Kennen', 'Kindred', 'Galio', "Kai'Sa", 'Morgana'
'Camille', 'Elise', 'Irelia', 'Xayah', 'Pyke', 'Kayle', 'Lee Sin', 'Ekko', 'Ashe', 'Leona'
'Jax', 'Elise', 'Yasuo', 'Caitlyn', 'Morgana', 'Camille', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Nautilus'
'Garen', 'Lee Sin', 'Vladimir', 'Yasuo', 'Nautilus', 'Renekton', 'Gragas', 'Kayle', 'Xayah', 'Janna'
'Galio', 'Ekko', 'Vladimir', 'Jinx', 'Tahm Kench', 'Kled', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Volibear'
'Camille', 'Karthus', 'Rumble', "Kai'Sa", 'Gragas', 'Fiora', "Kha'Zix", 'Syndra', 'Miss Fortune', 'Nautilus'
'Camille', 'Taliyah', 'Lissandra', 'Jinx', 'Thresh', 'Pantheon', 'Nidalee', 'Corki', 'Ezreal', 'Bard'
'Renekton', "Kha'Zix", 'Viktor', "Kai'Sa", 'Nautilus', 'Jayce', 'Elise', 'Twisted Fate', 'Neeko', 'Bard'
'Irelia', 'Jarvan IV', 'Kayle', 'Lucian', 'Zilean', 'Camille', 'Karthus', "Vel'Koz", 'Ezreal', 'Janna'
'Garen', 'Evelynn', 'Xerath', 'Rengar', 'Pyke', 'Poppy', 'Kayn', 'LeBlanc', 'Ezreal', 'Yuumi'
'Aatrox', 'Lee Sin', 'Zoe', 'Ezreal', 'Morgana', 'Rengar', 'Gragas', 'Qiyana', "Kai'Sa", 'Blitzcrank'
'Garen', 'Olaf', 'Pantheon', 'Ezreal', 'Lulu', 'Rengar', 'Lee Sin', 'Syndra', 'Xayah', 'Karma'
'Pantheon', 'Nidalee', 'Galio', 'Jhin', 'Rakan', 'Rengar', 'Graves', 'Ahri', 'Miss Fortune', 'Bard'
'Kennen', "Kha'Zix", 'Ryze', 'Ashe', 'Thresh', 'Rengar', 'Olaf', 'Diana', 'Miss Fortune', 'Nautilus'
'Camille', 'Nidalee', 'Qiyana', 'Caitlyn', 'Morgana', 'Rengar', 'Elise', 'Diana', "Kai'Sa", 'Thresh'
'Sivir', "Vel'Koz", 'Gangplank', 'Garen', 'Sion', 'Pyke', 'Karma', 'Volibear', 'Lee Sin', 'Janna'
'Rengar', 'Elise', 'Diana', 'Lucian', 'Galio', 'Shen', 'Ekko', 'Irelia', "Kai'Sa", 'Nautilus'
'Rengar', 'Karthus', 'Diana', "Kai'Sa", 'Morgana', 'Aatrox', 'Taliyah', 'Qiyana', 'Miss Fortune', 'Nautilus'
'Mordekaiser', "Rek'Sai", 'Ekko', "Kai'Sa", 'Gragas', 'Rengar', 'Shyvana', 'Pantheon', 'Lucian', 'Morgana'
'Sion', 'Karthus', 'Zed', 'Miss Fortune', 'Leona', 'Rengar', 'Nunu & Willump', 'Aurelion Sol', 'Xayah', 'Bard'
'Quinn', 'Nidalee', 'Ryze', "Kai'Sa", 'Thresh', 'Rengar', 'Nunu & Willump', 'Aurelion Sol', 'Jinx', 'Leona'
'Shyvana', 'Jax', 'Neeko', 'Thresh', 'Vladimir', 'Ivern', 'Taliyah', 'Graves', 'Kalista', 'LeBlanc'
'Irelia', 'Nidalee', 'Vayne', "Kai'Sa", 'Janna', 'Galio', 'Lee Sin', 'Rengar', 'Ezreal', 'Blitzcrank'
'Irelia', "Rek'Sai", 'LeBlanc', "Kai'Sa", 'Nautilus', 'Jax', 'Lee Sin', 'Twisted Fate', 'Xayah', 'Pyke'
'Pantheon', 'Shyvana', 'Twisted Fate', 'Ezreal', 'Thresh', 'Morgana', 'Lee Sin', 'Veigar', 'Ashe', 'Leona'
"Kai'Sa", 'Orianna', 'Sona', 'Malzahar', 'Xerath', 'Swain', 'Sylas', 'Twisted Fate', 'Yasuo', 'Lux'
'Camille', 'Taliyah', 'Galio', 'Caitlyn', 'Pyke', 'Ryze', 'Lee Sin', 'Qiyana', 'Lucian', 'Yuumi'
'Kennen', 'Xin Zhao', 'Aatrox', "Kai'Sa", 'Rakan', 'Kled', 'Olaf', 'Aurelion Sol', 'Ezreal', 'Pyke'
'Lucian', 'Ekko', 'Vladimir', 'Xayah', 'Blitzcrank', 'Volibear', "Rek'Sai", 'Yasuo', 'Ezreal', 'Bard'
'Garen', 'Olaf', 'Irelia', 'Xayah', 'Nautilus', 'Fiora', 'Nidalee', 'Renekton', "Kai'Sa", 'Thresh'
'Malzahar', 'Sivir', 'Zac', 'Aurelion Sol', 'Gangplank', 'Zed', 'Zoe', 'Pantheon', 'Lulu', 'Vladimir'
'Thresh', 'Malphite', 'Yuumi', 'Sivir', 'Morgana', 'Jinx', 'Zed', 'Singed', 'Azir', 'Veigar'
'Aatrox', 'Ivern', 'Ezreal', 'Braum', 'Taric', 'Orianna', 'Singed', 'Veigar', 'Ashe', 'Xerath'
'Kayle', 'Olaf', 'Tristana', "Kai'Sa", 'Pyke', 'Gangplank', 'Gragas', 'Twisted Fate', 'Xayah', 'Rakan'
'Irelia', 'Karthus', 'Gnar', "Kai'Sa", 'Galio', 'Karma', 'Olaf', 'Syndra', 'Jax', 'Lux'
'Kennen', 'Trundle', 'Twisted Fate', "Kai'Sa", 'Volibear', 'Lissandra', 'Nocturne', 'Kassadin', 'Ezreal', 'Ornn'
'Rumble', 'Garen', 'Kayle', 'Ezreal', 'Yuumi', 'Vayne', 'Ekko', 'Yasuo', 'Xayah', 'Rakan'
'Karma', 'Graves', 'Sylas', "Kai'Sa", 'Nautilus', 'Jayce', 'Nidalee', 'Twisted Fate', 'Yasuo', 'Volibear'
'Jax', 'Lee Sin', 'Syndra', 'Miss Fortune', 'Nautilus', 'Jayce', 'Ekko', 'Twisted Fate', "Kai'Sa", 'Volibear'
'Akali', 'Lee Sin', 'Lucian', 'Caitlyn', 'Thresh', 'Garen', "Rek'Sai", 'Kassadin', 'Ashe', 'Tahm Kench'
'Garen', 'Olaf', 'Zoe', "Kai'Sa", 'Nautilus', 'Viktor', 'Karthus', 'Talon', 'Jinx', 'Morgana'
'Irelia', 'Graves', 'Kayle', 'Lucian', 'Braum', 'Darius', "Rek'Sai", 'Taliyah', "Kai'Sa", 'Gragas'
'Jayce', 'Nidalee', 'Lulu', 'Xayah', 'Taric', 'Vladimir', "Rek'Sai", 'Zoe', 'Jinx', 'Thresh'
'Kled', 'Shyvana', 'Kassadin', 'Yasuo', 'Gragas', 'Karma', 'Lee Sin', 'Ornn', "Kai'Sa", 'Tahm Kench'
'Twisted Fate', 'Jarvan IV', 'Mordekaiser', 'Lucian', 'Janna', 'Garen', 'Karthus', 'Aatrox', 'Yasuo', 'Nautilus'
'Karma', 'Taliyah', 'Zoe', "Kai'Sa", 'Nautilus', 'Camille', 'Elise', 'Corki', 'Xayah', 'Morgana'
'Lucian', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Nautilus', 'Irelia', 'Olaf', 'Kayle', 'Xayah', 'Rakan'
'Rumble', 'Ekko', 'Talon', "Kai'Sa", 'Volibear', 'Vladimir', 'Lee Sin', 'Galio', 'Xayah', 'Thresh'
'Vladimir', 'Lee Sin', 'LeBlanc', 'Jinx', 'Tahm Kench', 'Ornn', "Kha'Zix", 'Twisted Fate', 'Lucian', 'Gragas'
'Irelia', 'Ekko', 'Camille', 'Brand', 'Pyke', 'Fiora', 'Sylas', 'Talon', "Kai'Sa", 'Bard'
'Camille', 'Nocturne', 'Galio', 'Jinx', 'Pyke', 'Lucian', 'Ekko', 'Kled', 'Ezreal', 'Morgana'
'Twisted Fate', 'Elise', 'Jayce', 'Miss Fortune', 'Leona', 'Gangplank', 'Nunu & Willump', 'Irelia', 'Ashe', 'Rakan'
'Renekton', 'Elise', 'Viktor', 'Xayah', 'Swain', 'Riven', 'Ekko', 'Camille', "Kai'Sa", 'Shen'
'Akali', 'Poppy', 'Twisted Fate', 'Jinx', 'Morgana', 'Camille', 'Ekko', 'Zoe', 'Caitlyn', 'Thresh'
'Shen', 'Kindred', 'LeBlanc', 'Xayah', 'Rakan', 'Vladimir', 'Lee Sin', 'Tristana', "Kai'Sa", 'Leona'
'Riven', 'Karthus', 'Lucian', 'Rakan', 'Varus', 'Nunu & Willump', "Kog'Maw", 'Skarner', 'Lissandra', 'Corki'
'Irelia', 'Nidalee', 'Akali', 'Jinx', 'Blitzcrank', 'Camille', 'Taliyah', 'Zed', "Kai'Sa", 'Thresh'
'Vladimir', 'Ekko', 'Irelia', "Kai'Sa", 'Thresh', 'Akali', 'Elise', 'Renekton', 'Ezreal', 'Pyke'
'Urgot', 'Azir', 'Ekko', 'Zoe', 'Lucian', 'Sivir', 'Varus', 'Lux', 'Lulu', 'Camille'
'Azir', 'Janna', 'Vayne', 'Pyke', 'Zilean', 'Blitzcrank', 'Malphite', 'Sion', 'Jinx', 'Nunu & Willump'
'Renekton', 'Ekko', 'Qiyana', "Kai'Sa", 'Gragas', 'Garen', 'Taliyah', 'Quinn', 'Draven', 'Thresh'
'Aatrox', 'Ekko', 'Jax', "Kai'Sa", 'Thresh', 'Ryze', 'Elise', 'Galio', 'Xayah', 'Nautilus'
'Kled', 'Jarvan IV', 'Zoe', 'Lucian', 'Braum', 'Jax', 'Elise', 'LeBlanc', 'Jinx', 'Thresh'
'Kayle', 'Ekko', 'Talon', 'Jinx', 'Pyke', 'Jayce', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Swain'
'Camille', 'Taliyah', 'Qiyana', 'Heimerdinger', 'Rakan', 'Garen', 'Olaf', 'Ekko', "Kai'Sa", 'Pyke'
'Tryndamere', 'Elise', 'Qiyana', 'Jinx', 'Nautilus', 'Yasuo', 'Lee Sin', 'Kayle', "Kai'Sa", 'Thresh'
'Jayce', 'Katarina', 'Blitzcrank', 'Sona', 'Pantheon', 'Kayn', 'Zed', 'Sylas', 'Sivir', 'Neeko'
'Ryze', 'Lee Sin', 'Lucian', 'Heimerdinger', 'Thresh', 'Jayce', 'Elise', 'Ezreal', 'Draven', 'Alistar'
'Camille', 'Olaf', 'Kayle', 'Kalista', 'Thresh', 'Garen', 'Nidalee', 'Irelia', 'Lucian', 'Braum'
'Camille', 'Karthus', 'Viktor', 'Ezreal', 'Thresh', 'Ryze', 'Kindred', 'Syndra', 'Ashe', 'Tahm Kench'
'Irelia', 'Lee Sin', 'Kassadin', 'Ashe', 'Zyra', 'Katarina', 'Aatrox', 'Ryze', 'Xayah', 'Janna'
'Darius', 'Hecarim', 'Zed', 'Ezreal', 'Tahm Kench', 'Vladimir', 'Taliyah', 'Pyke', 'Xayah', 'Rakan'
'Mordekaiser', 'Nidalee', 'Renekton', 'Ashe', 'Pyke', 'Irelia', 'Lee Sin', 'Jayce', 'Kalista', 'Karma'
'Ryze', 'Lee Sin', 'Aatrox', 'Xayah', 'Pyke', 'Renekton', 'Zac', 'Galio', 'Ezreal', 'Taliyah'
'Camille', 'Nidalee', 'Zoe', 'Lucian', 'Rakan', 'Ryze', "Kha'Zix", 'Ekko', 'Ezreal', 'Tahm Kench'
'Garen', 'Qiyana', 'Sylas', 'Ryze', 'Zilean', 'Camille', 'Elise', 'Quinn', 'Ezreal', 'Karma'
'Lucian', 'Ekko', 'Ryze', 'Caitlyn', 'Gragas', 'LeBlanc', 'Lee Sin', 'Sylas', 'Varus', 'Rakan'
'Ryze', 'Nunu & Willump', 'Camille', 'Lucian', 'Thresh', 'Vladimir', 'Kindred', 'Nocturne', "Kai'Sa", 'Pyke'
'Rumble', "Rek'Sai", 'Twisted Fate', 'Ashe', 'Swain', 'Kled', 'Elise', 'Kayle', 'Lucian', 'Volibear'
'Ryze', 'Gragas', 'Yasuo', 'Jinx', 'Veigar', 'Vladimir', 'Lee Sin', 'Aurelion Sol', 'Lucian', 'Pyke'
'Ryze', "Kha'Zix", 'Diana', 'Ezreal', 'Tahm Kench', 'Vladimir', 'Lee Sin', 'Qiyana', 'Xayah', 'Fiddlesticks'
'Ryze', 'Kindred', 'Lucian', 'Ezreal', 'Tahm Kench', 'Kayle', 'Lee Sin', 'Anivia', "Kai'Sa", 'Blitzcrank'
'Vladimir', "Rek'Sai", 'Syndra', 'Xayah', 'Rakan', 'Renekton', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Leona'
'Irelia', 'Kindred', 'Sylas', 'Lucian', 'Lux', 'Garen', 'Xin Zhao', 'Ryze', 'Xayah', 'Rakan'
'Vladimir', 'Kindred', 'Pyke', 'Varus', 'Braum', 'Aatrox', "Rek'Sai", 'Kassadin', "Kai'Sa", 'Alistar'
'Ryze', 'Taliyah', 'Irelia', "Kai'Sa", 'Nautilus', 'Jayce', 'Ekko', 'Sylas', 'Lucian', 'Soraka'
'Zed', 'Graves', 'Galio', 'Ezreal', 'Tahm Kench', 'Ryze', 'Olaf', 'Yasuo', 'Kalista', 'Gragas'
'Ryze', "Rek'Sai", 'Taliyah', "Kai'Sa", 'Alistar', 'Qiyana', 'Ekko', 'Talon', 'Xayah', 'Blitzcrank'
'Tristana', 'Taliyah', 'LeBlanc', "Kai'Sa", 'Leona', 'Camille', 'Xin Zhao', 'Aurelion Sol', 'Lucian', 'Volibear'
'Vladimir', 'Camille', 'Ryze', 'Irelia', 'Rakan', 'Jax', 'Nidalee', 'Qiyana', "Kai'Sa", 'Gragas'
'Kayle', 'Karthus', 'Yasuo', 'Ashe', 'Braum', 'Twisted Fate', "Kha'Zix", 'Ryze', "Kai'Sa", 'Volibear'
'Viktor', 'Taliyah', 'Vladimir', 'Ashe', 'Braum', 'Gangplank', 'Lee Sin', 'Aurelion Sol', 'Yasuo', 'Blitzcrank'
'Yasuo', 'Kayn', 'Diana', "Kai'Sa", 'Alistar', 'Gangplank', 'Ekko', 'Akali', 'Draven', 'Thresh'
'Gangplank', 'Elise', 'Irelia', 'Caitlyn', 'Lux', 'Jax', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Volibear'
'Gangplank', 'Olaf', 'Twisted Fate', 'Kalista', 'Thresh', 'Kennen', "Rek'Sai", 'Aurelion Sol', 'Jinx', 'Tahm Kench'
'Akali', 'Kindred', 'Syndra', "Kai'Sa", 'Morgana', 'Gangplank', 'Karthus', 'Renekton', 'Jinx', 'Nautilus'
'Diana', 'Ekko', 'Qiyana', 'Ezreal', 'Shen', 'Gangplank', 'Ornn', 'Kayle', "Kai'Sa", 'Lulu'
'Garen', 'Ekko', 'Katarina', "Kai'Sa", 'Karma', 'Gangplank', "Kha'Zix", 'Syndra', 'Caitlyn', 'Morgana'
'Gangplank', 'Elise', 'LeBlanc', 'Caitlyn', 'Morgana', 'Ryze', 'Lee Sin', 'Kassadin', "Kai'Sa", 'Rakan'
'Renekton', 'Nidalee', 'Ryze', 'Xayah', 'Thresh', 'Gangplank', 'Lee Sin', 'Taliyah', 'Ezreal', 'Rakan'
'Darius', 'Kindred', 'Ekko', 'Jinx', 'Lux', 'Ornn', 'Fiddlesticks', 'Katarina', 'Lucian', 'Morgana'
'Fiora', 'Ekko', 'Nocturne', 'Jinx', 'Thresh', 'Gangplank', 'Taliyah', 'Sylas', "Kai'Sa", 'Gragas'
'Gangplank', 'Zac', 'Draven', 'Irelia', 'Soraka', 'Taliyah', 'Elise', 'Jayce', "Kai'Sa", 'Nautilus'
'Gangplank', "Kha'Zix", 'Zoe', 'Lucian', 'Fiddlesticks', 'Sylas', 'Nidalee', 'Quinn', 'Caitlyn', 'Taliyah'
'Ryze', 'Elise', 'Jayce', 'Kalista', 'Volibear', 'Gangplank', 'Sylas', 'Talon', 'Miss Fortune', 'Bard'
'Gangplank', 'Sylas', 'Renekton', 'Varus', 'Tahm Kench', 'Riven', 'Evelynn', 'Ryze', 'Draven', 'Thresh'
'Talon', 'Taliyah', 'Yasuo', 'Karma', 'Volibear', 'Gangplank', "Kha'Zix", 'Aatrox', 'Lucian', 'Braum'
'Gangplank', 'Sylas', "Vel'Koz", "Kai'Sa", 'Rakan', 'Akali', 'Gragas', 'Yasuo', 'Xayah', 'Nautilus'
