'Galio', 'Janna', 'Vayne', 'Sona', 'Karma', 'Ezreal', 'Tryndamere', 'Skarner', 'Nidalee', 'Ziggs'
'Camille', 'Karthus', 'Akali', 'Sivir', 'Yuumi', 'Renekton', 'Nunu & Willump', 'Ezreal', 'Jinx', 'Bard'
'Renekton', 'Nunu & Willump', 'Zoe', 'Jhin', 'Xerath', 'Jax', 'Ekko', 'LeBlanc', 'Varus', 'Nautilus'
'Yorick', 'Nunu & Willump', 'Zed', 'Vayne', 'Thresh', 'Hecarim', 'Lee Sin', 'Vladimir', 'Heimerdinger', 'Sion'
'Fiora', 'Nunu & Willump', 'Lucian', 'Caitlyn', 'Thresh', 'Mordekaiser', 'Sejuani', 'Talon', "Kai'Sa", 'Nautilus'
'Vladimir', 'Nunu & Willump', 'Zed', 'Vayne', 'Kayle', 'Renekton', 'Elise', 'Jayce', "Kai'Sa", 'Leona'
'Illaoi', 'Elise', 'Talon', 'Ezreal', 'Bard', 'Renekton', 'Nunu & Willump', 'Vladimir', 'Lucian', 'Thresh'
'Garen', 'Olaf', 'LeBlanc', 'Lucian', 'Lulu', 'Kennen', 'Gragas', 'Twisted Fate', 'Yasuo', 'Karma'
'Yasuo', 'Rengar', 'Viktor', 'Xayah', 'Ivern', 'Jax', 'Karthus', 'Lissandra', 'Lucian', 'Karma'
'Quinn', 'Nidalee', 'Galio', "Kai'Sa", 'Lux', 'Kennen', 'Karthus', 'Talon', 'Yasuo', 'Karma'
'Camille', 'Nunu & Willump', 'Pantheon', 'Yasuo', 'Pyke', 'Cassiopeia', 'Kindred', 'Twisted Fate', 'Heimerdinger', 'Lux'
'Ryze', 'Taliyah', 'Zoe', 'Yasuo', 'Thresh', 'Darius', 'Nidalee', 'Lissandra', 'Caitlyn', 'Shaco'
'Kled', 'Dr. Mundo', 'Galio', 'Ezreal', 'Volibear', 'Poppy', 'Nidalee', 'Fizz', 'Yasuo', 'Alistar'
'Riven', 'Nidalee', 'Fizz', 'Yasuo', 'Blitzcrank', 'Fiora', 'Ekko', 'Ahri', 'Jinx', 'Thresh'
'Pantheon', 'Jarvan IV', 'Orianna', 'Yasuo', 'Alistar', 'Mordekaiser', 'Nunu & Willump', 'Zed', 'Vayne', 'Blitzcrank'
'Kled', 'Qiyana', 'Darius', 'Ashe', 'Pyke', 'Riven', 'Rammus', 'Orianna', 'Yasuo', 'Alistar'
'Nautilus', 'Lee Sin', 'Yasuo', 'Vayne', 'Blitzcrank', 'Pantheon', 'Elise', 'Syndra', "Kai'Sa", 'Leona'
'Garen', 'Lee Sin', 'Sylas', 'Aatrox', 'Nautilus', 'Yasuo', 'Garen', 'Ekko', 'Jhin', 'Pyke'
'Darius', 'Fiddlesticks', 'Twitch', 'Fizz', 'Shyvana', 'Graves', 'Dr. Mundo', 'Alistar', 'Bard', 'Ryze'
'Kassadin', 'Camille', 'Vayne', 'Ezreal', 'Janna', 'Viktor', 'Hecarim', 'Garen', 'Ashe', 'Swain'
'Jarvan IV', "Kha'Zix", 'Twisted Fate', 'Garen', 'Yuumi', 'Fiora', 'Vi', 'Lissandra', 'Lucian', 'Nami'
'Yorick', 'Lee Sin', 'Morgana', 'Ezreal', 'Rakan', 'Ryze', 'Nunu & Willump', 'Lux', 'Lucian', 'Nami'
'Vayne', 'Garen', 'Ekko', 'Varus', 'Thresh', 'Janna', 'Evelynn', 'Pantheon', 'Ashe', 'Nautilus'
'Neeko', 'Poppy', 'Syndra', 'Lucian', 'Nami', 'Garen', 'Kayn', 'Nunu & Willump', 'Heimerdinger', 'Blitzcrank'
'Nidalee', 'Xayah', 'Karthus', 'Thresh', 'Elise', 'Zoe', 'Kalista', 'Cassiopeia', 'Camille', 'Akali'
'Vayne', 'Yasuo', 'Orianna', 'Lee Sin', 'Zoe', 'Lulu', 'Renekton', 'Warwick', 'Katarina', 'Ashe'
'Cassiopeia', 'Irelia', 'Lee Sin', 'Kayle', 'Riven', 'Aatrox', 'Illaoi', 'Lux', 'Malphite', 'Rumble'
'Twitch', 'Ekko', 'Janna', 'Qiyana', 'Gangplank', "Kai'Sa", 'Singed', 'Caitlyn', 'Sylas', 'Blitzcrank'
'Sylas', 'Quinn', 'Hecarim', 'Blitzcrank', 'Heimerdinger', 'Lulu', 'Volibear', 'Sivir', 'Zoe', 'Thresh'
'Jayce', 'Shaco', "Kog'Maw", 'Karma', 'Twisted Fate', 'Akali', 'Pyke', 'Mordekaiser', "Kha'Zix", 'Fiddlesticks'
'Irelia', 'Garen', 'Thresh', "Vel'Koz", 'Kayn', 'Jayce', 'Ziggs', 'Fiddlesticks', 'Veigar', 'Sylas'
'Fiddlesticks', 'Ashe', 'Vayne', 'Pantheon', 'Ekko', 'Taliyah', 'Garen', 'Kalista', 'Zoe', 'Caitlyn'
'Kayle', 'Olaf', 'Twisted Fate', 'Ezreal', 'Nami', 'Zilean', 'Lee Sin', 'Sylas', 'Xayah', 'Janna'
'Aatrox', 'Qiyana', 'Teemo', 'Sivir', 'Soraka', 'Kennen', 'Karthus', 'Renekton', 'Lucian', 'Thresh'
'Jax', 'Nidalee', 'Kassadin', 'Ezreal', 'Janna', 'Akali', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Braum'
'Garen', 'Nunu & Willump', 'Katarina', 'Neeko', 'Leona', 'Aatrox', 'Taliyah', 'Pantheon', "Kai'Sa", 'Nami'
'Riven', 'Elise', 'Jayce', 'Yasuo', 'Volibear', 'Vladimir', 'Lee Sin', 'Syndra', 'Ezreal', 'Thresh'
'Aatrox', 'Nidalee', 'Garen', "Kai'Sa", 'Braum', 'Syndra', 'Hecarim', 'Sylas', 'Lucian', 'Pyke'
'Quinn', 'Nidalee', 'Kayle', 'Sivir', 'Bard', 'Darius', 'Elise', 'Nocturne', 'Ezreal', 'Pyke'
'Mordekaiser', 'Evelynn', 'Qiyana', 'Heimerdinger', 'Leona', 'Sylas', 'Olaf', 'Orianna', 'Ezreal', 'Morgana'
'Irelia', 'Kayn', 'Fizz', "Kai'Sa", 'Nautilus', 'Darius', 'Taliyah', 'Qiyana', 'Vayne', 'Braum'
'Teemo', "Kha'Zix", 'Karma', 'Xayah', 'Nautilus', 'Sylas', 'Karthus', 'Zed', 'Ezreal', 'Tahm Kench'
'Ornn', 'Xin Zhao', 'Riven', 'Vayne', 'Thresh', 'Karma', 'Qiyana', 'Sylas', 'Caitlyn', 'Morgana'
'Aurelion Sol', 'Lee Sin', 'Miss Fortune', 'Camille', 'Fiddlesticks', "Kha'Zix", 'Jarvan IV', "Vel'Koz", 'Ashe', 'Rakan'
'Jax', 'Xin Zhao', 'Ziggs', "Kai'Sa", "Vel'Koz", 'Kayle', 'Nidalee', 'Taliyah', 'Ashe', 'Leona'
'Jax', 'Lucian', 'Pyke', 'Graves', 'Xayah', 'Thresh', 'Vladimir', 'Nocturne', 'Malphite', 'Tryndamere'
'Renekton', 'Nunu & Willump', 'Ahri', 'Miss Fortune', "Vel'Koz", 'Kayle', 'Kindred', 'Irelia', 'Lucian', 'Karma'
'Elise', 'Syndra', 'Malzahar', 'Gangplank', 'Rammus', 'Tristana', 'Malphite', 'Sylas', 'Soraka', 'Ziggs'
'Fiora', 'Elise', 'Akali', 'Lucian', 'Janna', 'Pantheon', 'Nunu & Willump', 'Twisted Fate', "Kai'Sa", "Vel'Koz"
'Olaf', 'Aatrox', 'Akali', 'Neeko', 'Lux', 'Gangplank', 'Lee Sin', 'Renekton', "Kai'Sa", "Vel'Koz"
'Jhin', 'Annie', 'Orianna', 'Malzahar', 'Malphite', 'Mordekaiser', 'Neeko', 'Dr. Mundo', 'Sona', "Kai'Sa"
'Maokai', 'Rammus', 'Zed', 'Ezreal', "Vel'Koz", 'Pantheon', 'Nidalee', 'Malphite', "Kai'Sa", 'Thresh'
'Blitzcrank', 'Mordekaiser', 'Ashe', 'Ekko', 'Miss Fortune', 'Karma', 'Swain', 'Jinx', 'Fizz', 'Xerath'
'Irelia', 'Shaco', 'Malphite', 'Caitlyn', 'Pyke', 'Rengar', 'Elise', 'Katarina', 'Jinx', 'Thresh'
'Kayle', 'Nunu & Willump', 'Viktor', 'Caitlyn', 'Bard', 'Hecarim', 'Graves', 'Diana', 'Jinx', 'Thresh'
'Poppy', 'Jarvan IV', 'Orianna', 'Jinx', 'Thresh', 'Fiora', 'Gragas', 'Galio', 'Yasuo', 'Blitzcrank'
'Sylas', 'Xin Zhao', 'Camille', 'Ezreal', 'Shen', 'Kayle', 'Olaf', 'Corki', 'Vayne', 'Blitzcrank'
'Kayle', 'Ekko', 'LeBlanc', 'Caitlyn', 'Thresh', 'Garen', 'Lee Sin', 'Ahri', 'Morgana', 'Swain'
'Hecarim', 'Dr. Mundo', 'Cassiopeia', 'Caitlyn', 'Thresh', 'Jayce', 'Jarvan IV', 'Swain', 'Xayah', 'Leona'
'Poppy', 'Lee Sin', 'Caitlyn', "Kai'Sa", 'Thresh', 'Fiora', "Rek'Sai", 'Kayle', 'Miss Fortune', 'Pyke'
'Mordekaiser', 'Lee Sin', 'Yasuo', 'Caitlyn', 'Shaco', 'Hecarim', 'Nidalee', 'Fizz', 'Caitlyn', 'Thresh'
'Garen', 'Lee Sin', 'Yasuo', 'Jinx', 'Thresh', 'Yasuo', 'Shen', 'Veigar', 'Lucian', 'Thresh'
'Rengar', 'Kindred', 'Viktor', 'Vayne', 'Blitzcrank', 'Yasuo', 'Evelynn', 'Sylas', 'Jinx', 'Thresh'
'Riven', 'Lee Sin', 'Talon', 'Ezreal', 'Miss Fortune', 'Heimerdinger', 'Thresh', 'Diana', 'Lucian', 'Shaco'
'Pantheon', 'Ekko', 'Twisted Fate', 'Vayne', 'Zyra', 'Ryze', 'Lee Sin', 'Yasuo', 'Ezreal', 'Sona'
'Camille', 'Ekko', 'Rumble', 'Ezreal', 'Yasuo', 'Malphite', 'Dr. Mundo', 'Ahri', 'Vayne', 'Blitzcrank'
'Malphite', 'Udyr', 'Sylas', 'Lucian', 'Miss Fortune', 'Fiora', 'Lee Sin', 'Mordekaiser', "Kai'Sa", 'Pyke'
'Kayle', "Rek'Sai", 'Rumble', 'Varus', 'Swain', 'Jayce', 'Shyvana', 'Ezreal', 'Miss Fortune', 'Sona'
'Vladimir', 'Ekko', 'Aatrox', 'Xayah', 'Leona', 'Rumble', "Rek'Sai", 'Mordekaiser', "Kai'Sa", 'Blitzcrank'
'Aatrox', 'Rengar', 'Aurelion Sol', 'Jinx', 'Morgana', 'Renekton', 'Lee Sin', 'Rumble', "Kai'Sa", 'Nautilus'
'Rumble', 'Jarvan IV', 'Pyke', 'Ezreal', 'Morgana', 'Ornn', 'Lee Sin', 'Qiyana', 'Xayah', 'Rakan'
'Illaoi', 'Lee Sin', 'Ziggs', 'Syndra', 'Leona', 'Camille', "Rek'Sai", 'Rumble', "Kai'Sa", 'Blitzcrank'
'Vladimir', 'Ekko', 'Qiyana', 'Miss Fortune', 'Pyke', 'Renekton', "Kha'Zix", 'Sylas', 'Lucian', 'Leona'
'Akali', 'Nunu & Willump', 'Tristana', 'Lucian', 'Blitzcrank', 'Aatrox', 'Karthus', 'Sylas', 'Ezreal', 'Pyke'
'Pantheon', 'Xin Zhao', 'Rumble', 'Miss Fortune', 'Alistar', 'Darius', 'Lee Sin', 'Fizz', "Kai'Sa", 'Blitzcrank'
'Garen', 'Ekko', 'Lucian', "Kai'Sa", 'Pyke', 'Poppy', 'Lee Sin', 'Rumble', 'Ashe', 'Blitzcrank'
'Renekton', 'Nidalee', 'Akali', 'Ezreal', 'Pyke', 'Shen', 'Lee Sin', 'Rumble', 'Caitlyn', 'Lulu'
'Ornn', 'Rammus', 'Fizz', 'Twitch', 'Lulu', 'Teemo', 'Kayn', 'Annie', 'Jhin', 'Alistar'
'Jayce', 'Graves', 'Annie', 'Xayah', 'Rakan', 'Jarvan IV', 'Lee Sin', 'Rumble', 'Lucian', 'Nautilus'
'Olaf', 'Nidalee', 'Taliyah', "Kai'Sa", 'Shen', 'Irelia', 'Lee Sin', 'Zoe', 'Ashe', 'Nautilus'
'Irelia', 'Rengar', 'Orianna', 'Ezreal', 'Thresh', 'Kennen', 'Master Yi', 'Diana', 'Xayah', 'Morgana'
'Darius', 'Karthus', 'Ezreal', 'Xayah', 'Thresh', 'Tryndamere', 'Elise', 'Renekton', "Kai'Sa", 'Leona'
'Sion', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Alistar', 'Jayce', "Kha'Zix", 'Taliyah', 'Jinx', 'Thresh'
'Kled', 'Qiyana', 'Galio', 'Lucian', 'Bard', 'Karma', 'Taliyah', 'Pantheon', "Kai'Sa", 'Swain'
'Fiora', 'Karthus', 'Zoe', "Kai'Sa", 'Nautilus', 'Riven', 'Lee Sin', 'Ryze', 'Jinx', 'Braum'
'Pantheon', 'Karthus', 'Zilean', 'Lucian', 'Soraka', 'Riven', 'Kindred', 'Ezreal', "Kai'Sa", 'Bard'
'Kled', 'Taliyah', 'Pantheon', 'Jhin', 'Zyra', 'Jayce', 'Ekko', 'Irelia', "Kai'Sa", 'Soraka'
'Tristana', 'Gragas', 'Hecarim', 'Caitlyn', 'Bard', 'Jax', "Rek'Sai", 'LeBlanc', 'Lucian', 'Thresh'
'Renekton', 'Jarvan IV', 'LeBlanc', 'Ezreal', "Vel'Koz", 'Gnar', 'Sylas', 'Nocturne', 'Caitlyn', 'Bard'
'Camille', 'Nidalee', 'Garen', "Kai'Sa", 'Leona', 'Poppy', "Rek'Sai", 'Sylas', 'Vayne', 'Bard'
'Sivir', 'Elise', 'Vladimir', 'Lucian', 'Soraka', 'Jax', 'Nidalee', 'Zoe', "Kai'Sa", 'Nautilus'
'Aatrox', 'Elise', 'Orianna', 'Ezreal', 'Karma', 'Akali', "Rek'Sai", 'Syndra', 'Lucian', 'Leona'
'Heimerdinger', 'Shyvana', 'Garen', 'Caitlyn', 'Shen', 'Rengar', "Rek'Sai", 'Pantheon', "Kai'Sa", 'Rakan'
'Heimerdinger', 'Elise', 'Aatrox', 'Caitlyn', 'Pyke', 'Syndra', 'Taliyah', 'Renekton', 'Jinx', 'Rakan'
'Kayle', 'Ekko', 'Mordekaiser', 'Caitlyn', 'Blitzcrank', 'LeBlanc', 'Lee Sin', 'Lissandra', 'Lucian', 'Nautilus'
'Kayle', 'Nidalee', 'Garen', 'Jinx', 'Janna', 'Fiora', 'Gragas', 'Kled', 'Ashe', 'Thresh'
'Fiora', 'Lee Sin', 'Cassiopeia', 'Jhin', 'Xerath', 'Irelia', "Kha'Zix", 'Syndra', 'Garen', 'Yuumi'
'Olaf', 'Gragas', 'Garen', 'Ashe', 'Zilean', 'Kassadin', 'Kindred', 'Ahri', 'Caitlyn', 'Bard'
'Gragas', 'Karthus', 'Anivia', 'Ezreal', 'Fiddlesticks', 'Olaf', 'Nidalee', 'Neeko', "Kai'Sa", 'Nautilus'
'Garen', 'Gragas', 'Yasuo', 'Xayah', 'Karma', 'Olaf', 'Elise', 'Renekton', 'Caitlyn', 'Morgana'
'Vladimir', "Rek'Sai", 'Garen', "Kai'Sa", 'Nautilus', 'Kayle', 'Elise', 'Veigar', 'Lucian', 'Pyke'
'Irelia', "Rek'Sai", 'Orianna', 'Xayah', 'Rakan', 'Gangplank', 'Lee Sin', 'Zed', "Kai'Sa", 'Swain'
'Pantheon', 'Xin Zhao', 'Vladimir', 'Vayne', 'Leona', 'Gangplank', "Kha'Zix", 'Talon', 'Miss Fortune', 'Alistar'
'Urgot', 'Ekko', 'Cassiopeia', 'Xayah', 'Rakan', 'Pantheon', 'Xin Zhao', 'Galio', 'Vayne', 'Alistar'
'Vayne', 'Lee Sin', 'Ekko', 'Lucian', 'Braum', 'Kalista', 'Nidalee', 'Ornn', "Kai'Sa", 'Leona'
'Gangplank', 'Ekko', 'Qiyana', "Kai'Sa", 'Lulu', 'Teemo', 'Karthus', 'Irelia', 'Jinx', 'Thresh'
'Fiora', 'Olaf', 'Galio', 'Jinx', 'Thresh', 'Malzahar', 'Zac', 'Kalista', 'Miss Fortune', 'Morgana'
'Garen', 'Lee Sin', 'Sylas', 'Ashe', 'Thresh', 'Pantheon', 'Garen', 'Talon', 'Kayle', 'Veigar'
'Shen', 'Kayn', 'Vladimir', 'LeBlanc', 'Yuumi', 'Kayle', 'Elise', 'Qiyana', 'Lucian', 'Nautilus'
'Vayne', 'Lee Sin', 'Fizz', 'Ashe', 'Thresh', 'Fiora', "Rek'Sai", 'Cassiopeia', 'Ezreal', 'Alistar'
'Renekton', "Rek'Sai", 'Cassiopeia', 'Kalista', 'Thresh', 'Fiora', 'Lee Sin', 'Ahri', 'Ashe', 'Alistar'
'Aatrox', 'Lee Sin', 'Ahri', 'Ezreal', 'Sona', 'Kayle', 'Lee Sin', 'Yasuo', 'Vayne', 'Alistar'
'Camille', 'Sejuani', 'Katarina', "Kai'Sa", 'Pyke', 'Singed', 'Master Yi', 'Ahri', 'Draven', 'Pyke'
'Akali', 'Xin Zhao', 'Veigar', 'Xayah', 'Thresh', 'Kayle', 'Elise', 'Talon', 'Lucian', 'Pyke'
'Yasuo', 'Shyvana', 'Renekton', 'Galio', 'Swain', 'Olaf', "Rek'Sai", 'Ryze', 'Ezreal', 'Miss Fortune'
'Lucian', 'Lee Sin', 'Riven', 'Varus', 'Teemo', 'Garen', 'Olaf', 'Ahri', 'Lucian', 'Braum'
'Singed', 'Olaf', 'Rumble', 'Lucian', 'Braum', 'Graves', 'Udyr', 'Aatrox', 'Vayne', 'Nautilus'
'Kled', 'Olaf', 'Irelia', "Kai'Sa", 'Braum', 'Garen', 'Xin Zhao', 'Yasuo', 'Twisted Fate', 'Fiddlesticks'
'Jayce', "Kha'Zix", 'Mordekaiser', 'Kalista', 'Alistar', 'Vladimir', 'Xin Zhao', 'Camille', "Kai'Sa", 'Pyke'
'Kennen', 'Zac', 'Vladimir', 'Vayne', 'Malphite', 'Riven', 'Gragas', 'Katarina', "Kai'Sa", 'Brand'
'Jarvan IV', 'Dr. Mundo', 'Elise', 'Caitlyn', 'Braum', 'Darius', 'Vi', 'Malphite', 'Lucian', 'Blitzcrank'
'Renekton', "Kha'Zix", 'Kassadin', 'Lucian', 'Fiddlesticks', 'Kennen', 'Ekko', 'Akali', 'Ezreal', 'Xerath'
'Renekton', 'Nidalee', 'Maokai', 'Miss Fortune', "Vel'Koz", 'Pantheon', 'Lee Sin', 'Ryze', 'Ezreal', 'Janna'
'Vladimir', 'Lee Sin', 'Lissandra', 'Twitch', 'Morgana', 'Yasuo', 'Poppy', 'Ryze', 'Ezreal', 'Rakan'
'Poppy', 'Gragas', 'Kayle', "Kai'Sa", 'Rakan', 'Pantheon', 'Dr. Mundo', 'Yasuo', 'Jinx', 'Nautilus'
'Kayle', 'Dr. Mundo', 'Yasuo', 'Ezreal', 'Zilean', 'Pantheon', 'Gragas', 'Cassiopeia', 'Lucian', 'Bard'
'Akali', 'Master Yi', 'Taric', 'Lucian', 'Blitzcrank', 'Gangplank', 'Jax', 'Fizz', 'Ezreal', "Vel'Koz"
'Gangplank', 'Qiyana', 'Ekko', 'Lucian', 'Miss Fortune', 'Vladimir', 'Sylas', 'Zoe', 'Ezreal', 'Morgana'
'Camille', "Rek'Sai", 'Garen', 'Lucian', 'Lux', 'Fiora', 'Elise', 'Taliyah', 'Xayah', 'Rakan'
'Riven', 'Warwick', 'Pantheon', 'Ashe', 'Blitzcrank', 'Rumble', 'Graves', 'Zoe', 'Lucian', 'Nautilus'
'Cassiopeia', 'Ekko', 'Riven', 'Lucian', 'Thresh', 'Rumble', 'Shyvana', 'Pyke', "Kai'Sa", 'Fiddlesticks'
'Mordekaiser', 'Lee Sin', 'Galio', "Kog'Maw", 'Braum', 'Fiora', 'Elise', 'Aurelion Sol', 'Swain', 'Karma'
'Urgot', 'Shyvana', 'Talon', 'Ashe', 'Ornn', 'Camille', 'Karthus', 'Zilean', 'Draven', 'Morgana'
'Mordekaiser', 'Zac', 'Viktor', 'Draven', 'Nami', 'Camille', 'Lee Sin', 'Syndra', 'Jinx', 'Fiddlesticks'
'Caitlyn', 'Morgana', 'Tristana', 'Diana', 'Katarina', 'Heimerdinger', 'Xerath', 'LeBlanc', 'Jhin', 'Ezreal'
'Darius', 'Lee Sin', 'Yasuo', 'Varus', 'Swain', 'Riven', 'Nunu & Willump', 'Malzahar', 'Orianna', 'Shaco'
'Thresh', 'Yasuo', 'Alistar', "Kai'Sa", 'Rengar', 'Ziggs', 'Swain', 'Malphite', 'Heimerdinger', 'Jayce'
'Malphite', 'Akali', 'Maokai', 'Gangplank', 'Miss Fortune', 'Rakan', 'Pantheon', 'Teemo', 'Mordekaiser', 'Amumu'
'Janna', 'Jayce', 'Maokai', 'Jhin', 'Veigar', 'Varus', 'Sylas', 'Aatrox', 'Riven', 'Rumble'
'Ezreal', 'Elise', 'Fizz', 'Vayne', 'Morgana', 'Quinn', 'Lee Sin', 'Sylas', 'Jinx', 'Nautilus'
'Singed', 'Xin Zhao', 'Nocturne', 'Caitlyn', 'Pyke', 'Darius', 'Elise', 'Talon', 'Ezreal', 'Nami'
'Sion', 'Lee Sin', 'Ahri', "Kai'Sa", 'Nautilus', 'Zilean', 'Hecarim', 'Sylas', 'Ezreal', 'Zyra'
'Jax', 'Lee Sin', 'Twisted Fate', 'Jinx', 'Fiddlesticks', 'Rengar', 'Kled', 'Sylas', 'Ezreal', 'Thresh'
'Sylas', 'Rengar', 'Vladimir', 'Ezreal', 'Lux', 'Jayce', 'Lee Sin', 'Ahri', 'Heimerdinger', 'Zilean'
'Yasuo', "Rek'Sai", 'Lissandra', 'Lucian', 'Morgana', 'Pantheon', 'Lee Sin', 'Heimerdinger', 'Ezreal', 'Fiddlesticks'
'Illaoi', 'Lee Sin', 'Galio', 'Ezreal', 'Fiddlesticks', 'Renekton', 'Shyvana', 'Ahri', 'Varus', 'Zyra'
'Poppy', "Kha'Zix", 'Pyke', 'Heimerdinger', 'Bard', 'Kayle', 'Lee Sin', 'Akali', "Kai'Sa", 'Thresh'
'Xerath', 'Morgana', 'Yasuo', 'Jhin', 'Malphite', 'Viktor', 'Taliyah', 'Varus', 'Pantheon', 'Quinn'
'Irelia', 'Jarvan IV', 'Yasuo', "Kai'Sa", 'Rakan', 'Gangplank', 'Gragas', 'Qiyana', 'Vayne', 'Leona'
'Jax', 'Ekko', 'LeBlanc', 'Caitlyn', 'Morgana', 'Tryndamere', 'Lee Sin', 'Aurelion Sol', 'Ezreal', 'Karma'
'Irelia', 'Lee Sin', 'Qiyana', 'Cassiopeia', 'Alistar', 'Jayce', 'Nidalee', 'Zoe', "Vel'Koz", 'Leona'
'Darius', 'Lee Sin', 'Xerath', 'Lucian', 'Blitzcrank', 'Renekton', 'Elise', 'Vladimir', "Kai'Sa", 'Leona'
'Varus', 'Lucian', 'Orianna', 'Lee Sin', 'Nidalee', 'Katarina', 'Neeko', 'Swain', 'Master Yi', 'Wukong'
'Irelia', 'Dr. Mundo', 'Vladimir', 'Lucian', 'Leona', 'Riven', 'Ekko', 'Tristana', 'Miss Fortune', 'Thresh'
'Gangplank', 'Elise', 'Akali', 'Xayah', 'Rakan', 'Kled', 'Lee Sin', 'Ahri', 'Heimerdinger', 'Blitzcrank'
'Fizz', 'Lee Sin', 'Gragas', 'Xayah', 'Blitzcrank', 'Akali', 'Shyvana', 'Garen', 'Vayne', 'Taric'
'Caitlyn', 'Orianna', "Kai'Sa", 'Thresh', "Cho'Gath", 'Kennen', 'Jhin', 'Karma', 'Xerath', 'Veigar'
'Blitzcrank', 'Rammus', 'Sivir', 'Miss Fortune', 'Zilean', 'Gangplank', 'Shen', 'Yuumi', 'LeBlanc', 'Quinn'
'Zed', 'Shyvana', 'Garen', 'Ezreal', 'Pantheon', 'Vayne', 'Shyvana', 'Yasuo', 'Ezreal', 'Yuumi'
'Poppy', 'Garen', 'Irelia', 'Caitlyn', 'Zilean', 'Garen', 'Shaco', 'Sylas', 'Ezreal', 'Yuumi'
'Darius', 'Nunu & Willump', 'Fizz', 'Ezreal', 'Karma', 'Pantheon', 'Ivern', 'Aatrox', 'Tristana', 'Blitzcrank'
'Garen', 'Elise', 'Zed', 'Xayah', 'Thresh', 'Maokai', 'Trundle', 'Pyke', 'Lucian', 'Nautilus'
'Aatrox', 'Graves', 'Fizz', "Kai'Sa", 'Nautilus', 'Pantheon', "Rek'Sai", 'Sylas', 'Xayah', 'Blitzcrank'
'Renekton', 'Taliyah', 'Pyke', "Kai'Sa", 'Alistar', 'Darius', 'Gragas', 'Tristana', 'Swain', 'Leona'
