hero_win1, hero_win2, hero_win3, hero_win4, hero_win5, hero_lose1, hero_lose2, hero_lose3, hero_lose4, hero_lose5
'Singed', 'Kayn', 'Ezreal', 'Xayah', 'Rakan', 'Vladimir', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Morgana'
'Irelia', "Kha'Zix", 'Aurelion Sol', 'Ezreal', 'Karma', 'Jax', 'Nidalee', 'Ekko', "Kai'Sa", 'Lulu'
'Lucian', 'Dr. Mundo', 'Qiyana', 'Ezreal', 'Pyke', 'Quinn', 'Karthus', 'Nocturne', "Kai'Sa", 'Volibear'
'Twisted Fate', 'Olaf', 'Kled', 'Sivir', 'Pyke', 'Jax', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Galio'
'Vladimir', 'Ekko', 'Jayce', 'Ashe', 'Tahm Kench', 'Aatrox', 'Olaf', 'Akali', 'Caitlyn', 'Karma'
'Aatrox', 'Taliyah', 'Syndra', 'Jinx', 'Thresh', 'Jayce', 'Jarvan IV', 'Twisted Fate', 'Varus', 'Nautilus'
'Kayle', 'Taliyah', 'Poppy', 'Ezreal', 'Pyke', 'Jayce', 'Karthus', 'Fizz', 'Lucian', 'Thresh'
'Jax', "Kha'Zix", 'Mordekaiser', "Kai'Sa", 'Thresh', 'Camille', 'Karthus', 'Galio', 'Ezreal', 'Alistar'
'Lucian', 'Nidalee', 'Camille', 'Miss Fortune', 'Zyra', 'Fiora', "Rek'Sai", 'Zoe', 'Varus', 'Thresh'
'Camille', 'Elise', 'Kayle', 'Ezreal', 'Rakan', 'Vladimir', 'Vi', 'Jarvan IV', 'Miss Fortune', 'Karma'
'Yasuo', 'Ekko', 'Mordekaiser', 'Jinx', 'Thresh', 'Pantheon', 'Graves', 'Syndra', 'Darius', 'Tahm Kench'
'Quinn', 'Karthus', 'Ahri', "Kai'Sa", 'Volibear', 'Camille', 'Taliyah', 'Qiyana', 'Xayah', 'Pyke'
'Renekton', 'Nidalee', 'Camille', 'Xayah', 'Thresh', 'Lucian', 'Ekko', 'Galio', "Kai'Sa", 'Karma'
'Irelia', 'Karthus', 'Twisted Fate', "Kai'Sa", 'Pyke', 'Kayle', 'Kindred', 'Orianna', 'Lucian', 'Rakan'
'Fiora', 'Olaf', 'LeBlanc', 'Xayah', 'Rakan', 'Camille', 'Elise', 'Kayle', 'Caitlyn', 'Morgana'
'Kennen', 'Sylas', 'Qiyana', 'Ezreal', 'Yuumi', 'Jax', "Rek'Sai", 'Lucian', "Kai'Sa", 'Pyke'
'Aatrox', 'Nidalee', 'Lucian', "Kai'Sa", 'Nautilus', 'Karma', 'Karthus', 'Camille', 'Jinx', 'Tahm Kench'
'Camille', 'Kindred', 'Kayle', 'Taliyah', 'Pyke', 'Fiora', 'Olaf', 'Galio', 'Kalista', 'Rakan'
'Aatrox', 'Elise', 'Kayle', "Kai'Sa", 'Blitzcrank', 'Kassadin', 'Lee Sin', 'Akali', 'Sivir', 'Pyke'
'Kayle', 'Kindred', 'Karma', 'Lucian', 'Nautilus', 'Akali', 'Gragas', 'Tristana', 'Irelia', 'Pyke'
'Jax', 'Lee Sin', 'Ryze', 'Lucian', 'Leona', 'Tristana', "Kha'Zix", 'Taliyah', "Kai'Sa", 'Rakan'
'Sylas', 'Nunu & Willump', 'Aatrox', 'Jinx', 'Thresh', 'Renekton', 'Olaf', 'Akali', 'Xayah', 'Rakan'
'Pantheon', 'Olaf', 'LeBlanc', 'Ezreal', 'Thresh', 'Gangplank', 'Lee Sin', 'Qiyana', 'Swain', 'Fiddlesticks'
'Jax', 'Nidalee', 'Lucian', 'Ezreal', 'Tahm Kench', 'Renekton', 'Xin Zhao', 'Ryze', "Kai'Sa", 'Leona'
'Vladimir', 'Xin Zhao', 'Ryze', "Kai'Sa", 'Gragas', 'Pantheon', 'Lee Sin', 'Akali', 'Twitch', 'Lulu'
'Irelia', 'Elise', 'Ahri', "Kai'Sa", 'Jarvan IV', 'Akali', 'Lee Sin', 'Ryze', 'Kalista', 'Leona'
'Lucian', 'Gragas', 'Yasuo', 'Irelia', 'Nautilus', 'Fiora', 'Elise', 'Renekton', "Kai'Sa", 'Morgana'
'Irelia', 'Nidalee', 'Twisted Fate', 'Ezreal', 'Yuumi', 'Jax', 'Ekko', 'Tristana', 'Xayah', 'Volibear'
'Jayce', 'Elise', 'Ryze', "Kai'Sa", 'Thresh', 'Renekton', 'Nidalee', 'Karma', 'Jinx', 'Tahm Kench'
'Lucian', "Rek'Sai", 'Lissandra', 'Heimerdinger', 'Blitzcrank', 'Renekton', 'Taliyah', 'Ryze', 'Irelia', 'Volibear'
'Vladimir', 'Ekko', 'Jayce', 'Ashe', 'Tahm Kench', 'Aatrox', 'Olaf', 'Akali', 'Caitlyn', 'Karma'
'Fiora', 'Taliyah', 'Ezreal', 'Kalista', 'Pyke', 'Camille', 'Warwick', 'Sylas', 'Miss Fortune', 'Blitzcrank'
'Poppy', 'Mordekaiser', 'Veigar', "Kog'Maw", 'Gangplank', 'Akali', 'Jayce', 'Jinx', 'Soraka', 'Rakan'
'Camille', 'Shyvana', 'Qiyana', 'Varus', 'Pyke', 'Nasus', 'Kindred', 'Neeko', 'Xayah', 'Pyke'
'Azir', 'Garen', 'Morgana', 'Jinx', 'Blitzcrank', 'Camille', 'Xin Zhao', 'Pyke', 'Ezreal', 'Blitzcrank'
'Vayne', 'Kindred', 'Katarina', 'Twitch', 'Lulu', 'Kled', 'Jarvan IV', 'Zed', 'Ezreal', 'Tahm Kench'
'Renekton', 'Nidalee', 'Akali', 'Ezreal', 'Tahm Kench', 'Camille', 'Gragas', 'Qiyana', "Kai'Sa", 'Thresh'
'Akali', 'Nidalee', 'Pyke', "Kai'Sa", 'Blitzcrank', 'Renekton', 'Taliyah', 'Camille', 'Ezreal', 'Nautilus'
'Jayce', 'Elise', 'Vayne', "Kai'Sa", 'Volibear', 'Akali', 'Nidalee', 'Ezreal', 'Jinx', 'Thresh'
'Kayle', 'Taliyah', 'Pantheon', "Kai'Sa", 'Alistar', 'Jayce', 'Lee Sin', 'Ryze', 'Xayah', 'Rakan'
'Malzahar', 'Miss Fortune', 'Zilean', 'Zac', 'Shaco', 'Zoe', 'Teemo', 'Nunu & Willump', 'Lucian', "Kha'Zix"
'Kennen', 'Ekko', 'Jayce', "Kai'Sa", 'Morgana', 'Ryze', "Rek'Sai", 'Fizz', 'Miss Fortune', 'Thresh'
'Camille', 'Karthus', 'Twisted Fate', "Kai'Sa", 'Leona', 'Quinn', 'Lee Sin', 'Fizz', 'Miss Fortune', 'Thresh'
'Quinn', 'Jarvan IV', 'Galio', 'Vladimir', 'Yuumi', 'Kayle', 'Lee Sin', 'Fizz', 'Ashe', 'Tahm Kench'
'Renekton', "Rek'Sai", 'Fizz', 'Miss Fortune', 'Bard', 'Camille', 'Qiyana', 'Twisted Fate', 'Ezreal', 'Yuumi'
'Pantheon', 'Jarvan IV', 'Fizz', 'Lucian', 'Alistar', 'Rumble', 'Lee Sin', 'Lissandra', "Kai'Sa", 'Nautilus'
'Janna', 'Sivir', 'Jinx', 'Brand', 'Twisted Fate', 'Blitzcrank', 'Hecarim', 'Soraka', 'Viktor', 'Vayne'
'Ryze', 'Vayne', 'Garen', 'Sivir', 'Nami', 'Karma', 'Jarvan IV', 'Pantheon', 'Caitlyn', 'Morgana'
'Galio', 'Graves', 'Akali', 'Ashe', 'Tahm Kench', 'Volibear', 'Lee Sin', 'Fizz', 'Kalista', 'Pyke'
'Camille', 'Karthus', 'Fizz', 'Yasuo', 'Alistar', 'Rumble', 'Xin Zhao', 'Akali', 'Miss Fortune', 'Thresh'
'Nami', 'Fiddlesticks', 'Lucian', 'Lux', 'Orianna', 'Rumble', 'Shaco', 'Lee Sin', 'Ekko', 'Annie'
'Camille', 'Evelynn', 'Qiyana', 'Sivir', 'Thresh', 'Jayce', 'Taliyah', 'Jax', "Kai'Sa", 'Alistar'
'Annie', 'Fiddlesticks', 'Talon', 'Sylas', 'Zoe', 'Lulu', 'Viktor', 'Vayne', 'Lucian', 'Vladimir'
'Jax', "Cho'Gath", 'Twisted Fate', 'Veigar', 'Cassiopeia', 'Blitzcrank', 'Trundle', 'Nami', 'Lucian', 'LeBlanc'
'Irelia', 'Karthus', 'Fizz', 'Jinx', 'Blitzcrank', 'Kayle', 'Xin Zhao', 'Jayce', 'Lucian', 'Leona'
'Jayce', 'Lee Sin', 'Syndra', 'Ezreal', 'Yuumi', 'Camille', 'Elise', 'Qiyana', 'Tristana', 'Thresh'
'Pantheon', 'Olaf', 'Aurelion Sol', 'Ashe', 'Tahm Kench', 'Garen', 'Lee Sin', 'Taliyah', 'Ezreal', 'Thresh'
'Illaoi', 'Olaf', 'Akali', 'Ezreal', 'Tahm Kench', 'Pantheon', 'Nidalee', 'Qiyana', 'Ashe', 'Bard'
'Jarvan IV', 'Lee Sin', 'Ahri', 'Jinx', 'Rakan', 'Jax', 'Nunu & Willump', 'Kayle', 'Ashe', 'Tahm Kench'
'Lucian', 'Taliyah', 'Ahri', 'Xayah', 'Rakan', 'Karma', 'Ekko', 'Pantheon', 'Ezreal', 'Thresh'
'Jax', 'Karthus', 'Ahri', 'Caitlyn', 'Morgana', 'Quinn', 'Lee Sin', 'Zoe', 'Ezreal', 'Janna'
'Ryze', 'Camille', 'Ahri', 'Caitlyn', 'Lux', 'Poppy', 'Lee Sin', 'Kayle', 'Miss Fortune', 'Blitzcrank'
'Ahri', 'Xin Zhao', 'Karma', 'Miss Fortune', 'Thresh', 'Lucian', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Nautilus'
'Irelia', 'Olaf', 'Sylas', "Kai'Sa", 'Rakan', 'Renekton', 'Ekko', 'Galio', 'Caitlyn', 'Bard'
'Camille', 'Lee Sin', 'Malzahar', "Kai'Sa", 'Morgana', 'Gangplank', 'Elise', 'Galio', 'Lucian', 'Soraka'
'Renekton', 'Nidalee', 'Irelia', 'Ezreal', 'Gragas', 'Poppy', 'Lee Sin', 'Malzahar', "Kai'Sa", 'Leona'
'Darius', 'Gragas', 'LeBlanc', 'Xayah', 'Nautilus', 'Fiora', 'Nidalee', 'Qiyana', 'Vayne', 'Rakan'
'Jax', 'Nidalee', 'Qiyana', 'Ezreal', 'Nautilus', 'Jayce', 'Karthus', 'Talon', "Kai'Sa", 'Alistar'
'Akali', 'Karthus', 'Jayce', 'Ashe', 'Thresh', 'Lucian', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Karma'
'Lucian', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Nautilus', 'Irelia', 'Olaf', 'Kayle', 'Xayah', 'Rakan'
'Lissandra', 'Lee Sin', 'Vladimir', 'Ezreal', 'Shen', 'Gnar', "Kha'Zix", 'LeBlanc', "Kai'Sa", 'Nautilus'
'Camille', 'Evelynn', 'Irelia', 'Caitlyn', 'Leona', 'Fiora', 'Nidalee', 'Lucian', "Kai'Sa", 'Galio'
'Pyke', 'Taliyah', 'Qiyana', 'Sylas', 'Yuumi', 'Camille', 'Nidalee', 'Akali', "Kai'Sa", 'Karma'
'Jax', 'Ekko', 'Sylas', 'Ezreal', 'Pyke', 'LeBlanc', 'Lee Sin', 'Malphite', 'Yasuo', 'Volibear'
'Jax', 'Olaf', 'Taliyah', 'Lucian', 'Swain', 'Irelia', 'Nidalee', 'Ryze', 'Yasuo', 'Volibear'
'Irelia', 'Evelynn', 'Kennen', 'Lucian', 'Thresh', 'Jax', 'Shyvana', 'Renekton', 'Ezreal', 'Morgana'
'Camille', 'Lee Sin', 'LeBlanc', 'Miss Fortune', 'Morgana', 'Sion', 'Nocturne', 'Orianna', 'Lucian', 'Tahm Kench'
'Vladimir', 'Evelynn', 'Qiyana', 'Draven', 'Karma', 'Jayce', 'Elise', 'Renekton', 'Ezreal', 'Tahm Kench'
'Karma', 'Lee Sin', 'LeBlanc', 'Lucian', 'Bard', 'Renekton', 'Xin Zhao', 'Taliyah', 'Vayne', 'Pyke'
'Jax', "Rek'Sai", 'Zoe', 'Draven', 'Nautilus', 'Kayle', 'Shaco', 'Lulu', "Kai'Sa", 'Alistar'
'Vladimir', 'Lee Sin', 'Akali', 'Xayah', 'Lux', 'Gangplank', 'Gragas', 'Lucian', 'Ezreal', 'Rakan'
'Jax', 'Elise', 'Zoe', 'Vayne', 'Bard', 'Camille', 'Olaf', 'Ryze', 'Xayah', 'Leona'
'Renekton', 'Shyvana', 'Kassadin', 'Lucian', 'Tahm Kench', 'Neeko', 'Jarvan IV', 'Galio', 'Ezreal', 'Bard'
'Caitlyn', 'Jinx', "Kha'Zix", 'Camille', "Vel'Koz", 'Pantheon', 'Brand', 'Zyra', 'Vi', 'Bard'
'Vladimir', 'Ekko', 'Lucian', 'Jhin', 'Alistar', 'Kayle', 'Kindred', 'Camille', 'Ezreal', 'Gragas'
'Irelia', 'Karthus', 'Gangplank', 'Xayah', 'Alistar', 'Tristana', 'Evelynn', 'Twisted Fate', 'Yasuo', 'Gragas'
'Malphite', "Rek'Sai", 'Twisted Fate', 'Jinx', 'Thresh', 'Jayce', 'Karthus', 'Lucian', "Kai'Sa", 'Volibear'
'Sion', 'Taliyah', 'Twisted Fate', 'Xayah', 'Bard', 'Vayne', 'Lee Sin', 'Zoe', 'Ezreal', 'Rakan'
'Kayle', 'Olaf', 'Orianna', 'Xayah', 'Rakan', 'Ryze', 'Lee Sin', 'Galio', 'Jinx', 'Tahm Kench'
'Kayle', 'Lee Sin', 'Ezreal', 'Jinx', 'Tahm Kench', 'Vladimir', "Rek'Sai", 'Akali', "Kai'Sa", 'Rakan'
'Tristana', 'Gragas', 'Vladimir', 'Lucian', 'Blitzcrank', 'Gangplank', 'Fizz', 'Jayce', 'Kayle', 'Bard'
'Vladimir', "Rek'Sai", 'Zoe', 'Ashe', 'Blitzcrank', 'Pantheon', 'Nidalee', 'Akali', 'Ezreal', 'Bard'
'Jax', "Rek'Sai", 'Anivia', 'Jinx', 'Thresh', 'Kayle', 'Olaf', 'Karma', "Kai'Sa", 'Pyke'
'Quinn', 'Jarvan IV', 'Galio', 'Vladimir', 'Yuumi', 'Kayle', 'Lee Sin', 'Fizz', 'Ashe', 'Tahm Kench'
'Ryze', 'Lee Sin', 'Aatrox', 'Jinx', 'Thresh', 'Shen', 'Ekko', 'Tristana', "Kai'Sa", 'Nautilus'
'Pantheon', 'Karthus', 'Galio', 'Jinx', 'Leona', 'Kayle', 'Gragas', 'Lucian', 'Vayne', 'Rakan'
'Tristana', 'Elise', 'Jayce', 'Miss Fortune', 'Nautilus', 'Aatrox', 'Lee Sin', 'Akali', 'Garen', 'Yuumi'
'Renekton', 'Elise', 'Vayne', 'Lucian', 'Morgana', 'Garen', 'Olaf', 'Galio', 'Miss Fortune', 'Thresh'
'Lucian', 'Olaf', 'Mordekaiser', 'Draven', 'Thresh', 'Irelia', "Rek'Sai", 'Galio', "Kai'Sa", 'Leona'
'Aatrox', 'Sylas', 'Zed', 'Jinx', 'Tahm Kench', 'Irelia', 'Elise', 'Pantheon', "Kai'Sa", 'Braum'
'Kayle', 'Nidalee', 'Talon', 'Yasuo', 'Gragas', 'Lucian', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Alistar'
'Lucian', 'Lee Sin', 'Kayle', 'Jinx', 'Thresh', 'Renekton', 'Nidalee', 'Zed', "Kai'Sa", 'Nautilus'
'Karma', 'Aatrox', 'Ekko', 'Xayah', 'Pyke', 'Neeko', 'Elise', 'Tristana', 'Lucian', 'Ornn'
'Irelia', 'Kindred', 'Ekko', 'Caitlyn', 'Morgana', 'Kayle', 'Taliyah', 'Jayce', 'Sivir', 'Karma'
'Fiora', 'Nocturne', 'Fizz', 'Varus', 'Rakan', 'Kled', 'Lee Sin', 'Yasuo', 'Ezreal', 'Yuumi'
'Kled', 'Lee Sin', 'Ezreal', 'Lucian', 'Yuumi', 'Teemo', 'Evelynn', 'Jayce', 'Caitlyn', 'Blitzcrank'
'Yasuo', 'Garen', 'Taric', 'Ashe', 'Ezreal', 'Fiora', 'Lee Sin', 'Akali', 'Ezreal', 'Yuumi'
'Fiora', 'Lee Sin', 'Talon', 'Taliyah', 'Rakan', 'Pantheon', 'Shen', 'Xerath', 'Ezreal', 'Yuumi'
'Gangplank', 'Nidalee', 'Katarina', 'Ezreal', 'Janna', 'Pantheon', 'Rengar', 'Garen', 'Lucian', 'Pyke'
'Camille', 'Olaf', 'Ryze', 'Xayah', 'Thresh', 'Aatrox', 'Qiyana', 'Zoe', 'Ezreal', 'Tahm Kench'
'Sylas', 'Karthus', 'Zed', 'Xayah', 'Rakan', 'Irelia', 'Ekko', 'Cassiopeia', 'Ezreal', 'Braum'
'Gangplank', 'Gragas', 'Qiyana', 'Miss Fortune', 'Galio', 'Jax', 'Ekko', 'Zoe', 'Xayah', 'Rakan'
'Quinn', 'Gragas', 'Lucian', 'Xayah', 'Thresh', 'Jax', 'Karthus', 'Pantheon', 'Jinx', 'Blitzcrank'
'Sion', 'Nocturne', 'Galio', 'Lucian', 'Leona', 'Pantheon', 'Olaf', 'LeBlanc', "Kai'Sa", 'Swain'
'Shen', 'Olaf', 'Qiyana', "Kai'Sa", 'Pyke', 'Darius', 'Karthus', 'Jayce', 'Xayah', 'Thresh'
'Camille', 'Elise', 'Renekton', "Kai'Sa", 'Rakan', 'Illaoi', 'Ekko', 'Swain', 'Garen', 'Pyke'
'Jax', 'Ekko', 'Nocturne', "Kai'Sa", 'Blitzcrank', 'Quinn', 'Taliyah', 'Qiyana', 'Lucian', 'Swain'
'Irelia', 'Nidalee', 'Camille', "Kai'Sa", 'Volibear', 'Kayle', 'Taliyah', 'Fiora', 'Lucian', 'Swain'
'Karma', 'Olaf', 'Sylas', 'Miss Fortune', 'Bard', 'Shen', 'Lee Sin', 'Galio', 'Ashe', 'Jarvan IV'
'Pyke', 'Taliyah', 'Qiyana', 'Sylas', 'Yuumi', 'Camille', 'Nidalee', 'Akali', "Kai'Sa", 'Karma'
'Karma', 'Aatrox', 'Ekko', 'Xayah', 'Pyke', 'Neeko', 'Elise', 'Tristana', 'Lucian', 'Ornn'
'Vladimir', 'Olaf', 'Kayle', 'Lucian', 'Jarvan IV', 'Irelia', "Rek'Sai", 'Akali', "Kai'Sa", 'Morgana'
'Lucian', 'Ekko', 'Galio', 'Ezreal', 'Karma', 'Camille', 'Nidalee', 'Tristana', 'Jinx', 'Tahm Kench'
'Irelia', 'Karthus', 'Sylas', 'Ezreal', 'Pyke', 'Jayce', 'Kindred', 'Karma', 'Heimerdinger', 'Morgana'
'Garen', 'Lee Sin', 'Twisted Fate', 'Ezreal', 'Alistar', 'Vladimir', 'Lee Sin', 'Irelia', 'Garen', 'Pyke'
'Caitlyn', 'Jinx', 'Jhin', 'Ashe', 'Lissandra', 'Thresh', 'Udyr', 'Cassiopeia', 'Annie', 'Master Yi'
'Neeko', 'Mordekaiser', 'Cassiopeia', 'Darius', 'Teemo', 'Janna', 'Karma', 'Zoe', "Vel'Koz", 'Aatrox'
